,title,company,location,salary,summary
1496,"
Customer Development Officer - MP","

Colgate-Palmolive",nan,nan,Utilize data to drive overall business performance.
1497,"
SOFTWARE DEVELOPER (BIG DATA, JAVA, Spark, Hadoop, Mahout, P...","
Talpro",nan,"

₹35,00,000 - ₹50,00,000 a year
",Build scalable pipelines for data analysis and transformation.
1498,"
Senior Big Data Developer","
Quess IT Staffing (Formerly known as Magna Infotech)",nan,"

₹11,50,000 - ₹16,50,000 a year
","Role: - Sr. Big data Developer with Apache SPARK, Scala and Hive."
1499,"
Team Leader Analytical and Product Chemistry Team - (1802271...","

Syngenta India Limited",nan,nan,"People leading skills, communication across international boundaries, expertise in written and verbal communication of scientific data and results, ability to…"
1500,"
Senior Data Analyst","
Talent500",nan,nan,Experience with data transformation and BI tools.
1501,"
Sr. Product Manager","
Ace Consulting Jobs",nan,"

₹35,00,000 - ₹40,00,000 a year
",(S)he is also comfortable looking at data to make data-driven decisions and build business cases.
1502,"
Accounts Executive(Freshers can apply)","
Invision Medi Science Pvt Ltd",nan,"

₹13,000 - ₹15,000 a month
","Reconcile discrepancies between internal data, contractual documentation and invoices."
1503,"
ICT System Administrator","

OERLIKON",nan,nan,"Bachelor’s degree in computer science , IT or related discipline."
1504,"
Senior Patient Safety Specialist","

Alcon",nan,nan,"Re-assess the data, ensure accurate product selection and assign required event code(s) in the system."
1505,"
IT Systems Analyst - Tableau","
Emendate India",nan,"

₹40,000 - ₹50,000 a month
","Bachelor’s degree in computer science, Information Technology or engineering."
1506,"
Senior Data Scientist","

Colgate-Palmolive",nan,nan,"Defines data lifecycles, including data sources, frequency and process for ongoing model upgrades."
1507,"
Sales Manager Assistant B2B- REMOTE OPPORTUNITY","
StartUs Insights",nan,"

₹40,000 - ₹70,000 a month
","We are StartUs Insights, an international data science company on a mission to map the world’s information on innovation, emerging companies and technologies."
1508,"
SA/LSA/SSA-SOAR Developer-Hyderabad/Bengaluru/Gurgaon","

Deloitte",nan,nan,Security telemetry coupled with referential data).
1509,"
BIDW Technical Manager","
Fischer Measurement Technologies (India) Pvt. Ltd",nan,nan,Contribute to DW data modeling by reviewing and translating data models into optimal ETL designs.
1510,"
Customer Development Officer - CM","

Colgate-Palmolive",nan,nan,Ensure width and depth of distribution of products in the given zone and implementation of commercial strategies so as to achieve the sales and distribution…
1511,"
Customer Development Officer - MP","

Colgate-Palmolive",nan,nan,Utilize data to drive overall business performance.
1512,"
SOFTWARE DEVELOPER (BIG DATA, JAVA, Spark, Hadoop, Mahout, P...","
Talpro",nan,"

₹35,00,000 - ₹50,00,000 a year
",Build scalable pipelines for data analysis and transformation.
1513,"
Senior Big Data Developer","
Quess IT Staffing (Formerly known as Magna Infotech)",nan,"

₹11,50,000 - ₹16,50,000 a year
","Role: - Sr. Big data Developer with Apache SPARK, Scala and Hive."
1514,"
Team Leader Analytical and Product Chemistry Team - (1802271...","

Syngenta India Limited",nan,nan,"People leading skills, communication across international boundaries, expertise in written and verbal communication of scientific data and results, ability to…"
1515,"
Senior Data Analyst","
Talent500",nan,nan,Experience with data transformation and BI tools.
1516,"
Associate Director, Data Management and Analytics","

Parexel",nan,nan,Experience in clinical trials data management desirable.
1517,"
Data Engineering Analyst - SQL, SSIS, SSRS - Gurgaon, HR","

UnitedHealth Group",nan,nan,"Here, innovation isn't about another gadget, it's about making health care data available wherever and whenever people need it, safely and reliably."
1518,"
Data Engineer II","

Indeed",nan,"

₹27,00,000 - ₹40,60,000 a year
",Hands-on data processing and data modeling experience in a big data environment.
1519,"
Data Engineering - Scala Databricks - Multiple locations","

UnitedHealth Group",nan,nan,"Experience in data ingestion, preparation, integration and operationalization techniques in optimally addressing the data requirements."
1520,"
Data Analytics Engineer","
Snaphunt Pte Ltd","Hyderabad, Telangana",nan,"Improving data reliability, efficiency and quality."
1521,"
Lead Data Engineer - SQL/Python/Spark/Databricks etc","
Enquero Inc","Hyderabad, Telangana",nan,"Expert in SQL and good with data modelling for relational, analytical and big data workloads."
1522,"
Sr. Bioinformatics Scientist","
EluciData Corporation","New Delhi, Delhi",nan,\* Identify valuable data sources and automate data collection.
1523,"
Associate Data Scientist","

Shell","Chennai, Tamil Nadu",nan,Assess data availability and modeling feasibility.
1524,"
Data Warehouse developer","
Splenta Systems","Bengaluru, Karnataka",nan,"Perform the design and extension of data marts, meta data, and data models."
1525,"
Manager-1 Transportation","

Amazon Dev Center India - Hyd","Hyderabad, Telangana",nan,"Manage day-to-day operations of the data curation in close coordination with last mile Tech & Science teams, and ensure seamless reporting for the data quality…"
1526,"
Data Engineer","
Priceline.com","Mumbai, Maharashtra",nan,"Improve upon the data ingestion models, ETL jobs, and alarming to maintain data integrity and data availability."
1527,"
BI/Tableau Developer - VP","
AQR","Bengaluru, Karnataka",nan,"Overall experience of 8+ Years on data visualization, data modelling and SQL."
1528,"
Big Data Engineer","
CereSight",India,nan,Experience with integration of data from multiple data sources;
1529,"
Business Data Analyst","

Kaplan","Bengaluru, Karnataka",nan,Expertise in data visualization and data mining techniques.
1530,"
Data Warehouse Engineer III","

Indeed",nan,"

₹39,20,000 - ₹56,80,000 a year
","The successful candidate will have hands on data processing and data modeling experience in a ""big data"" environment."
1531,"
Manager Data Science","

PayPal",nan,nan,Design and implement data-driven systems that increase sales success.
1532,"
Sr. Product Manager","
Ace Consulting Jobs",nan,"

₹35,00,000 - ₹40,00,000 a year
",(S)he is also comfortable looking at data to make data-driven decisions and build business cases.
1533,"
Accounts Executive(Freshers can apply)","
Invision Medi Science Pvt Ltd",nan,"

₹13,000 - ₹15,000 a month
","Reconcile discrepancies between internal data, contractual documentation and invoices."
1534,"
ICT System Administrator","

OERLIKON",nan,nan,"Bachelor’s degree in computer science , IT or related discipline."
1535,"
Senior Patient Safety Specialist","

Alcon",nan,nan,"Re-assess the data, ensure accurate product selection and assign required event code(s) in the system."
1536,"
IT Systems Analyst - Tableau","
Emendate India",nan,"

₹40,000 - ₹50,000 a month
","Bachelor’s degree in computer science, Information Technology or engineering."
1537,"
Senior Data Scientist","

Colgate-Palmolive",nan,nan,"Defines data lifecycles, including data sources, frequency and process for ongoing model upgrades."
1538,"
Sales Manager Assistant B2B- REMOTE OPPORTUNITY","
StartUs Insights",nan,"

₹40,000 - ₹70,000 a month
","We are StartUs Insights, an international data science company on a mission to map the world’s information on innovation, emerging companies and technologies."
1539,"
SA/LSA/SSA-SOAR Developer-Hyderabad/Bengaluru/Gurgaon","

Deloitte",nan,nan,Security telemetry coupled with referential data).
1540,"
BIDW Technical Manager","
Fischer Measurement Technologies (India) Pvt. Ltd",nan,nan,Contribute to DW data modeling by reviewing and translating data models into optimal ETL designs.
1541,"
Customer Development Officer - CM","

Colgate-Palmolive",nan,nan,Ensure width and depth of distribution of products in the given zone and implementation of commercial strategies so as to achieve the sales and distribution…
1542,"
Customer Development Officer - MP","

Colgate-Palmolive",nan,nan,Utilize data to drive overall business performance.
1543,"
SOFTWARE DEVELOPER (BIG DATA, JAVA, Spark, Hadoop, Mahout, P...","
Talpro",nan,"

₹35,00,000 - ₹50,00,000 a year
",Build scalable pipelines for data analysis and transformation.
1544,"
Senior Big Data Developer","
Quess IT Staffing (Formerly known as Magna Infotech)",nan,"

₹11,50,000 - ₹16,50,000 a year
","Role: - Sr. Big data Developer with Apache SPARK, Scala and Hive."
1545,"
Team Leader Analytical and Product Chemistry Team - (1802271...","

Syngenta India Limited",nan,nan,"People leading skills, communication across international boundaries, expertise in written and verbal communication of scientific data and results, ability to…"
1546,"
Senior Data Analyst","
Talent500",nan,nan,Experience with data transformation and BI tools.
1547,"
Sr. Product Manager","
Ace Consulting Jobs",nan,"

₹35,00,000 - ₹40,00,000 a year
",(S)he is also comfortable looking at data to make data-driven decisions and build business cases.
1548,"
Accounts Executive(Freshers can apply)","
Invision Medi Science Pvt Ltd",nan,"

₹13,000 - ₹15,000 a month
","Reconcile discrepancies between internal data, contractual documentation and invoices."
1549,"
ICT System Administrator","

OERLIKON",nan,nan,"Bachelor’s degree in computer science , IT or related discipline."
1550,"
Senior Patient Safety Specialist","

Alcon",nan,nan,"Re-assess the data, ensure accurate product selection and assign required event code(s) in the system."
1551,"
IT Systems Analyst - Tableau","
Emendate India",nan,"

₹40,000 - ₹50,000 a month
","Bachelor’s degree in computer science, Information Technology or engineering."
1552,"
Senior Data Scientist","

Colgate-Palmolive",nan,nan,"Defines data lifecycles, including data sources, frequency and process for ongoing model upgrades."
1553,"
Sales Manager Assistant B2B- REMOTE OPPORTUNITY","
StartUs Insights",nan,"

₹40,000 - ₹70,000 a month
","We are StartUs Insights, an international data science company on a mission to map the world’s information on innovation, emerging companies and technologies."
1554,"
SA/LSA/SSA-SOAR Developer-Hyderabad/Bengaluru/Gurgaon","

Deloitte",nan,nan,Security telemetry coupled with referential data).
1555,"
BIDW Technical Manager","
Fischer Measurement Technologies (India) Pvt. Ltd",nan,nan,Contribute to DW data modeling by reviewing and translating data models into optimal ETL designs.
1556,"
Customer Development Officer - CM","

Colgate-Palmolive",nan,nan,Ensure width and depth of distribution of products in the given zone and implementation of commercial strategies so as to achieve the sales and distribution…
1557,"
Customer Development Officer - MP","

Colgate-Palmolive",nan,nan,Utilize data to drive overall business performance.
1558,"
SOFTWARE DEVELOPER (BIG DATA, JAVA, Spark, Hadoop, Mahout, P...","
Talpro",nan,"

₹35,00,000 - ₹50,00,000 a year
",Build scalable pipelines for data analysis and transformation.
1559,"
Senior Big Data Developer","
Quess IT Staffing (Formerly known as Magna Infotech)",nan,"

₹11,50,000 - ₹16,50,000 a year
","Role: - Sr. Big data Developer with Apache SPARK, Scala and Hive."
1560,"
Team Leader Analytical and Product Chemistry Team - (1802271...","

Syngenta India Limited",nan,nan,"People leading skills, communication across international boundaries, expertise in written and verbal communication of scientific data and results, ability to…"
1561,"
Senior Data Analyst","
Talent500",nan,nan,Experience with data transformation and BI tools.
